rank,name,scores_overall,scores_overall_rank,scores_teaching,scores_teaching_rank,scores_research,scores_research_rank,scores_citations,scores_citations_rank,scores_industry_income,scores_industry_income_rank,scores_international_outlook,scores_international_outlook_rank,record_type,member_level,url,country code,location,stats_number_students,stats_student_staff_ratio,stats_pc_intl_students,stats_female_male_ratio,aliases,subjects_offered,closed,unaccredited,disabled,website_url,,intl_stu_dec,intl_val,stu_val,female,male,stu_rank,stu_rank_a
2566,Tashkent Institute of Irrigation and Agricultural Mechanisation,n/a,1000662,n/a,2566,n/a,2566,n/a,2566,n/a,2566,n/a,2566,master_account,0,/world-university-rankings/tashkent-institute-irrigation-and-agricultural-mechanisation,,Uzbekistan,"5,750",7.4,5%,28 : 72,Tashkent Institute of Irrigation and Agricultural Mechanisation,"Agriculture & Forestry,Sociology,Accounting & Finance,Business & Management,Psychology,General Engineering,Computer Science,Physics & Astronomy,Mathematics & Statistics,Biological Sciences,Mechanical & Aerospace Engineering,Chemistry,Geology, Environmental, Earth & Marine Sciences,Education,Chemical Engineering,Languages, Literature & Linguistics,History, Philosophy & Theology,Law,Electrical & Electronic Engineering,Civil Engineering,Geography,Economics & Econometrics",FALSE,FALSE,FALSE,,,0.05,287.5,5750,28,0,2058,615
2567,Tashkent Medical Academy,n/a,1000663,n/a,2567,n/a,2567,n/a,2567,n/a,2567,n/a,2567,master_account,0,/world-university-rankings/tashkent-medical-academy,,Uzbekistan,"7,541",9.8,2%,47:53:00,Tashkent Medical Academy,"Sport Science,Biological Sciences,Other Health,Chemistry,Medicine & Dentistry,Languages, Literature & Linguistics,Education,Computer Science,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,FALSE,,,0.02,150.82,7541,47,53,1845,828
2568,Tashkent Pediatric Medical Institute,n/a,1000664,n/a,2568,n/a,2568,n/a,2568,n/a,2568,n/a,2568,master_account,0,/world-university-rankings/tashkent-pediatric-medical-institute,,Uzbekistan,"5,946",10.1,1%,50:50:00,Tashkent Pediatric Medical Institute,"Education,Other Health,Medicine & Dentistry,Biological Sciences,Psychology",FALSE,FALSE,FALSE,,,0.01,59.46,5946,50,50,2033,640
2569,Tashkent Pharmaceutical Institute,n/a,1000665,n/a,2569,n/a,2569,n/a,2569,n/a,2569,n/a,2569,master_account,0,/world-university-rankings/tashkent-pharmaceutical-institute,,Uzbekistan,"3,644",13.4,12%,65:35:00,Tashkent Pharmaceutical Institute,"Other Health,Business & Management,Sport Science,Chemistry",FALSE,FALSE,FALSE,,,0.12,437.28,3644,65,35,2298,375
2570,Tashkent State Dental Institute,n/a,1000666,n/a,2570,n/a,2570,n/a,2570,n/a,2570,n/a,2570,master_account,0,/world-university-rankings/tashkent-state-dental-institute,,Uzbekistan,"4,826",8.9,3%,51:49:00,Tashkent State Dental Institute,"Education,Other Health,Medicine & Dentistry,Psychology",FALSE,FALSE,FALSE,,,0.03,144.78,4826,51,49,2166,507
2571,Tashkent State University of Economics,n/a,1000667,n/a,2571,n/a,2571,n/a,2571,n/a,2571,n/a,2571,master_account,6,/world-university-rankings/tashkent-state-university-economics,,Uzbekistan,"13,484",21,3%,39 : 61,Tashkent State University of Economics,"Mathematics & Statistics,Computer Science,Education,Economics & Econometrics,Politics & International Studies (incl Development Studies),Accounting & Finance,Business & Management",FALSE,FALSE,FALSE,,,0.03,404.52,13484,39,0,1282,1391
2572,Tashkent State University of Law,n/a,1000668,n/a,2572,n/a,2572,n/a,2572,n/a,2572,n/a,2572,master_account,0,/world-university-rankings/tashkent-state-university-law,,Uzbekistan,"4,850",10.8,1%,27 : 73,Tashkent State University of Law,"Education,Economics & Econometrics,Psychology,History, Philosophy & Theology,Accounting & Finance,Computer Science,Politics & International Studies (incl Development Studies),Law,Business & Management,Communication & Media Studies,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,,,0.01,48.5,4850,27,0,2160,513
2573,Tashkent State University of Oriental Studies,n/a,1000669,n/a,2573,n/a,2573,n/a,2573,n/a,2573,n/a,2573,master_account,0,/world-university-rankings/tashkent-state-university-oriental-studies,,Uzbekistan,"4,664",14.8,1%,53:47:00,Tashkent State University of Oriental Studies,"History, Philosophy & Theology,Psychology,Archaeology,Business & Management,Communication & Media Studies,Mathematics & Statistics,Politics & International Studies (incl Development Studies),Accounting & Finance,Other Health,Geography,Computer Science,Education,Languages, Literature & Linguistics,Law,Sociology,Economics & Econometrics,Sport Science",FALSE,FALSE,FALSE,,,0.01,46.64,4664,53,47,2184,489
2574,Tashkent State Pedagogical University named after Nizami,n/a,1000670,n/a,2574,n/a,2574,n/a,2574,n/a,2574,n/a,2574,master_account,0,/world-university-rankings/tashkent-state-pedagogical-university-named-after-nizami,,Uzbekistan,"15,698",22.2,1%,60:40:00,Tashkent State Pedagogical University named after Nizami,"Languages, Literature & Linguistics,Chemistry,History, Philosophy & Theology,Geography,Sport Science,Sociology,Biological Sciences,Education,Mathematics & Statistics,Psychology,Politics & International Studies (incl Development Studies),Art, Performing Arts & Design,Communication & Media Studies,Physics & Astronomy,Computer Science,Geology, Environmental, Earth & Marine Sciences",FALSE,FALSE,FALSE,,,0.01,156.98,15698,60,40,1124,1549
2575,Tashkent State Technical University,n/a,1000671,n/a,2575,n/a,2575,n/a,2575,n/a,2575,n/a,2575,master_account,0,/world-university-rankings/tashkent-state-technical-university,,Uzbekistan,"13,889",12.6,0%,0.806944444,Tashkent State Technical University,"Biological Sciences,Geology, Environmental, Earth & Marine Sciences,Art, Performing Arts & Design,Chemistry,Civil Engineering,Computer Science,Mathematics & Statistics,Mechanical & Aerospace Engineering,General Engineering,Electrical & Electronic Engineering,Physics & Astronomy,Chemical Engineering",FALSE,FALSE,FALSE,,,0,0,13889,0,0,1258,1415
2576,Tashkent State Transport University,n/a,1000672,n/a,2576,n/a,2576,n/a,2576,n/a,2576,n/a,2576,master_account,0,/world-university-rankings/tashkent-state-transport-university,,Uzbekistan,"17,437",24.1,0%,0.438194444,Tashkent State Transport University,"Accounting & Finance,Electrical & Electronic Engineering,Business & Management,Civil Engineering,Economics & Econometrics,Computer Science,Sociology,History, Philosophy & Theology,General Engineering,Mechanical & Aerospace Engineering,Mathematics & Statistics,Languages, Literature & Linguistics,Law",FALSE,FALSE,FALSE,,,0,0,17437,0,0,1011,1662
2577,Tashkent Institute of Textile and Light Industry,n/a,1000673,n/a,2577,n/a,2577,n/a,2577,n/a,2577,n/a,2577,master_account,0,/world-university-rankings/tashkent-institute-textile-and-light-industry,,Uzbekistan,"4,189",11.5,0%,44:56:00,Tashkent Institute of Textile and Light Industry,"Mechanical & Aerospace Engineering,Accounting & Finance,Electrical & Electronic Engineering,Chemical Engineering,Economics & Econometrics,Art, Performing Arts & Design,General Engineering,Business & Management",FALSE,FALSE,FALSE,,,0,0,4189,44,56,2249,424
2578,Tata Institute of Fundamental Research,n/a,1000674,n/a,2578,n/a,2578,n/a,2578,n/a,2578,n/a,2578,master_account,0,/world-university-rankings/tata-institute-fundamental-research,,India,758,3,0%,28 : 72,Tata Institute of Fundamental Research,"Biological Sciences,Chemistry,Physics & Astronomy,Education,Mathematics & Statistics,Computer Science",FALSE,FALSE,FALSE,,,0,0,758,28,0,2620,53
2579,Tatung University,n/a,1000675,n/a,2579,n/a,2579,n/a,2579,n/a,2579,n/a,2579,master_account,0,/world-university-rankings/tatung-university,,Taiwan,"3,926",19.4,3%,38 : 62,Tatung University,"Art, Performing Arts & Design,Business & Management,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Languages, Literature & Linguistics,Chemical Engineering,Biological Sciences,Accounting & Finance,Computer Science,General Engineering",FALSE,FALSE,FALSE,,,0.03,117.78,3926,38,0,2272,401
2580,T. C. Demiroğlu Bilim University,n/a,1000676,n/a,2580,n/a,2580,n/a,2580,n/a,2580,n/a,2580,master_account,0,/world-university-rankings/t-c-demiroglu-bilim-university,,Turkey,"2,025",10.3,0%,68:32:00,T. C. Demiroğlu Bilim University,"Biological Sciences,Other Health,Psychology,Medicine & Dentistry",FALSE,FALSE,FALSE,,,0,0,2025,68,32,2471,202
2581,Teacher Education College of Setif,n/a,1000677,n/a,2581,n/a,2581,n/a,2581,n/a,2581,n/a,2581,master_account,0,/world-university-rankings/teacher-education-college-setif,,Algeria,"1,397",14.7,0%,93:07:00,Teacher Education College of Setif,"Mathematics & Statistics,Languages, Literature & Linguistics,Physics & Astronomy,Chemistry,History, Philosophy & Theology,Biological Sciences,Education",FALSE,FALSE,FALSE,,,0,0,1397,93,7,2537,136
2582,Technical University of Moldova,n/a,1000678,n/a,2582,n/a,2582,n/a,2582,n/a,2582,n/a,2582,master_account,0,/world-university-rankings/technical-university-moldova,,Moldova,"8,183",11.6,2%,33 : 67,Technical University of Moldova,"General Engineering,Business & Management,Mechanical & Aerospace Engineering,Architecture,Accounting & Finance,Computer Science,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,Economics & Econometrics",FALSE,FALSE,FALSE,,,0.02,163.66,8183,33,0,1787,886
2583,University of Technology Nowshera,n/a,1000679,n/a,2583,n/a,2583,n/a,2583,n/a,2583,n/a,2583,master_account,0,/world-university-rankings/university-technology-nowshera,,Pakistan,558,37.2,0%,0.069444444,University of Technology Nowshera,"General Engineering,Civil Engineering,Mechanical & Aerospace Engineering,Computer Science,Electrical & Electronic Engineering",FALSE,FALSE,FALSE,,,0,0,558,0,0,2636,37
2584,Universidad Técnica de Manabí,n/a,1000680,n/a,2584,n/a,2584,n/a,2584,n/a,2584,n/a,2584,master_account,0,/world-university-rankings/universidad-tecnica-de-manabi,,Ecuador,"30,310",29.7,1%,59:41:00,Universidad Técnica de Manabí,"Chemistry,Business & Management,General Engineering,Geology, Environmental, Earth & Marine Sciences,Computer Science,Electrical & Electronic Engineering,Accounting & Finance,Agriculture & Forestry,Sociology,Education,Sport Science,Politics & International Studies (incl Development Studies),Veterinary Science,Art, Performing Arts & Design,Economics & Econometrics,Law,Medicine & Dentistry,Mathematics & Statistics,Other Health,Communication & Media Studies,Chemical Engineering,Mechanical & Aerospace Engineering,History, Philosophy & Theology,Psychology,Languages, Literature & Linguistics,Geography,Architecture,Physics & Astronomy,Biological Sciences,Civil Engineering",FALSE,FALSE,FALSE,,,0.01,303.1,30310,59,41,448,2225
2585,Universidad Tecnológica de Bolívar,n/a,1000681,n/a,2585,n/a,2585,n/a,2585,n/a,2585,n/a,2585,master_account,0,/world-university-rankings/universidad-tecnologica-de-bolivar-0,,Colombia,"5,714",21.8,0%,42:58:00,Universidad Tecnológica de Bolívar,"Economics & Econometrics,Politics & International Studies (incl Development Studies),Civil Engineering,Chemical Engineering,Accounting & Finance,Psychology,Business & Management,Architecture,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Education,Law,Computer Science,Mathematics & Statistics",FALSE,FALSE,FALSE,,,0,0,5714,42,58,2062,611
2586,Universidad Tecnológica de Santiago (UTESA),n/a,1000682,n/a,2586,n/a,2586,n/a,2586,n/a,2586,n/a,2586,master_account,0,/world-university-rankings/universidad-tecnologica-de-santiago-utesa,,Dominican Rep.,"44,529",117.8,4%,62:38:00,Universidad Tecnológica de Santiago (UTESA),"Agriculture & Forestry,Medicine & Dentistry,Education,Computer Science,Business & Management,Biological Sciences,Mechanical & Aerospace Engineering,Accounting & Finance,Other Health,Communication & Media Studies,Architecture,Mathematics & Statistics,Electrical & Electronic Engineering,Law,Languages, Literature & Linguistics,Veterinary Science,Civil Engineering,Psychology",FALSE,FALSE,FALSE,,,0.04,1781.16,44529,62,38,161,2512
2587,Tecnológico de Costa Rica,n/a,1000683,n/a,2587,n/a,2587,n/a,2587,n/a,2587,n/a,2587,master_account,0,/world-university-rankings/tecnologico-de-costa-rica,,Costa Rica,"11,125",14.5,2%,38 : 62,Tecnológico de Costa Rica,"Accounting & Finance,Architecture,General Engineering,Business & Management,Civil Engineering,Education,Electrical & Electronic Engineering,Mechanical & Aerospace Engineering,Computer Science,Agriculture & Forestry",FALSE,FALSE,FALSE,,,0.02,222.5,11125,38,0,1477,1196
2588,Instituto Tecnológico Metropolitano,n/a,1000684,n/a,2588,n/a,2588,n/a,2588,n/a,2588,n/a,2588,master_account,0,/world-university-rankings/instituto-tecnologico-metropolitano,,Colombia,"25,527",24.8,0%,44:56:00,Instituto Tecnológico Metropolitano,"Languages, Literature & Linguistics,Accounting & Finance,Art, Performing Arts & Design,General Engineering,Geology, Environmental, Earth & Marine Sciences,Business & Management,Mechanical & Aerospace Engineering,Electrical & Electronic Engineering,Communication & Media Studies,Computer Science,Chemistry,Chemical Engineering,Physics & Astronomy,Mathematics & Statistics,Economics & Econometrics",FALSE,FALSE,FALSE,,,0,0,25527,44,56,617,2056
2589,Teerthanker Mahaveer University,n/a,1000685,n/a,2589,n/a,2589,n/a,2589,n/a,2589,n/a,2589,master_account,0,/world-university-rankings/teerthanker-mahaveer-university,,India,"9,894",11.9,0%,42:58:00,Teerthanker Mahaveer University,"Electrical & Electronic Engineering,Education,General Engineering,Accounting & Finance,Physics & Astronomy,Chemistry,Other Health,Civil Engineering,Economics & Econometrics,Agriculture & Forestry,Medicine & Dentistry,Biological Sciences,Business & Management,Mechanical & Aerospace Engineering,Computer Science,Law,Mathematics & Statistics",FALSE,FALSE,FALSE,,,0,0,9894,42,58,1612,1061
2590,Teikyo Heisei University,n/a,1000686,n/a,2590,n/a,2590,n/a,2590,n/a,2590,n/a,2590,master_account,0,/world-university-rankings/teikyo-heisei-university,,Japan,"10,057",19.7,1%,47:53:00,Teikyo Heisei University,"General Engineering,Other Health,Business & Management,Communication & Media Studies,Psychology,Education",FALSE,FALSE,FALSE,,,0.01,100.57,10057,47,53,1587,1086
2591,Universiti Teknologi Brunei,n/a,1000687,n/a,2591,n/a,2591,n/a,2591,n/a,2591,n/a,2591,master_account,0,/world-university-rankings/universiti-teknologi-brunei,,Brunei Darussalam,"1,306",6.7,7%,45:55:00,Universiti Teknologi Brunei,"Architecture,Accounting & Finance,Chemical Engineering,Civil Engineering,Electrical & Electronic Engineering,Business & Management,Computer Science",FALSE,FALSE,FALSE,,,0.07,91.42,1306,45,55,2553,120
2592,Institut Teknologi Nasional Bandung (ITENAS Bandung),n/a,1000688,n/a,2592,n/a,2592,n/a,2592,n/a,2592,n/a,2592,master_account,0,/world-university-rankings/institut-teknologi-nasional-bandung-itenas-bandung,,Indonesia,"5,272",22.3,0%,0.929861111,Institut Teknologi Nasional Bandung (ITENAS Bandung),"Chemical Engineering,Mechanical & Aerospace Engineering,Art, Performing Arts & Design,Civil Engineering,Architecture,Electrical & Electronic Engineering,Computer Science",FALSE,FALSE,FALSE,,,0,0,5272,0,0,2111,562
2593,University of Telafer,n/a,1000689,n/a,2593,n/a,2593,n/a,2593,n/a,2593,n/a,2593,master_account,0,/world-university-rankings/university-telafer,,Iraq,"1,917",32,0%,46:54:00,University of Telafer,"Agriculture & Forestry,Mathematics & Statistics,Other Health,Languages, Literature & Linguistics",FALSE,FALSE,FALSE,,,0,0,1917,46,54,2484,189
2594,Institute of Telecommunications and Informatics of Turkmenistan,n/a,1000690,n/a,2594,n/a,2594,n/a,2594,n/a,2594,n/a,2594,master_account,0,/world-university-rankings/institute-telecommunications-and-informatics-turkmenistan-0,,Turkmenistan,"2,899",9.7,0%,24 : 76,Institute of Telecommunications and Informatics of Turkmenistan,"Communication & Media Studies,Education,Business & Management,Languages, Literature & Linguistics,Economics & Econometrics,Physics & Astronomy,Electrical & Electronic Engineering,Computer Science",FALSE,FALSE,FALSE,,,0,0,2899,24,0,2386,286
2595,Tenri University,n/a,1000691,n/a,2595,n/a,2595,n/a,2595,n/a,2595,n/a,2595,master_account,0,/world-university-rankings/tenri-university,,Japan,"3,156",23.4,6%,36 : 64,Tenri University,"Psychology,Sport Science,Languages, Literature & Linguistics,Other Health,Archaeology,History, Philosophy & Theology",FALSE,FALSE,FALSE,,,0.06,189.36,3156,36,0,2361,312
2596,Termez State University,n/a,1000692,n/a,2596,n/a,2596,n/a,2596,n/a,2596,n/a,2596,master_account,0,/world-university-rankings/termez-state-university,,Uzbekistan,"25,511",26.2,1%,50:50:00,Termez State University,"Geography,Accounting & Finance,Languages, Literature & Linguistics,Geology, Environmental, Earth & Marine Sciences,Archaeology,Economics & Econometrics,Physics & Astronomy,Law,Computer Science,Architecture,History, Philosophy & Theology,Sport Science,Chemical Engineering,Business & Management,Psychology,Mathematics & Statistics,Chemistry,Sociology,Art, Performing Arts & Design,Education,Biological Sciences",FALSE,FALSE,FALSE,,,0.01,255.11,25511,50,50,618,2055
2597,Termez Institute of Engineering and Technology,n/a,1000693,n/a,2597,n/a,2597,n/a,2597,n/a,2597,n/a,2597,master_account,0,/world-university-rankings/termez-institute-engineering-and-technology,,Uzbekistan,"5,877",41.7,0%,0.684027778,Termez Institute of Engineering and Technology,"Civil Engineering,Mechanical & Aerospace Engineering,Chemical Engineering,Computer Science,Architecture,General Engineering,Electrical & Electronic Engineering,Geology, Environmental, Earth & Marine Sciences,Sociology,Physics & Astronomy,Business & Management",FALSE,FALSE,FALSE,,,0,0,5877,0,0,2043,630
2598,Termiz Institute of Agrotechnology and Innovative Development,n/a,1000694,n/a,2598,n/a,2598,n/a,2598,n/a,2598,n/a,2598,master_account,0,/world-university-rankings/termiz-institute-agrotechnology-and-innovative-development,,Uzbekistan,"2,049",17.4,0%,48:52:00,Termiz Institute of Agrotechnology and Innovative Development,"Agriculture & Forestry,Veterinary Science,Biological Sciences",FALSE,FALSE,FALSE,,,0,0,2049,48,52,2466,207
2599,University of the Thai Chamber of Commerce,n/a,1000695,n/a,2599,n/a,2599,n/a,2599,n/a,2599,n/a,2599,master_account,0,/world-university-rankings/university-thai-chamber-commerce,,Thailand,"18,818",31,12%,,University of the Thai Chamber of Commerce,"Computer Science,Electrical & Electronic Engineering,Accounting & Finance,Civil Engineering,Mechanical & Aerospace Engineering,Communication & Media Studies,Languages, Literature & Linguistics,Law,General Engineering,Education,Economics & Econometrics,Art, Performing Arts & Design,Business & Management",FALSE,FALSE,FALSE,,,0.12,2258.16,18818,0,0,924,1749
2600,University of Thi-Qar,n/a,1000696,n/a,2600,n/a,2600,n/a,2600,n/a,2600,n/a,2600,master_account,0,/world-university-rankings/university-thi-qar,,Iraq,"21,792",15.9,0%,62:38:00,University of Thi-Qar,"Chemistry,Computer Science,Veterinary Science,Other Health,Languages, Literature & Linguistics,Mechanical & Aerospace Engineering,Psychology,Economics & Econometrics,History, Philosophy & Theology,Biological Sciences,Business & Management,General Engineering,Accounting & Finance,Sport Science,Physics & Astronomy,Law,Civil Engineering,Mathematics & Statistics,Education,Electrical & Electronic Engineering,Medicine & Dentistry,Geology, Environmental, Earth & Marine Sciences,Agriculture & Forestry",FALSE,FALSE,FALSE,,,0,0,21792,62,38,761,1912
2601,Thomas Adewumi University,n/a,1000697,n/a,2601,n/a,2601,n/a,2601,n/a,2601,n/a,2601,master_account,0,/world-university-rankings/thomas-adewumi-university,,Nigeria,60,2.9,0%,60:40:00,Thomas Adewumi University,"Mathematics & Statistics,Accounting & Finance,Business & Management,Other Health,Economics & Econometrics,Biological Sciences,Chemistry,Communication & Media Studies,Computer Science,Law,Physics & Astronomy,Sociology",FALSE,FALSE,FALSE,,,0,0,60,60,40,2671,2
2602,Tikrit University,n/a,1000698,n/a,2602,n/a,2602,n/a,2602,n/a,2602,n/a,2602,master_account,0,/world-university-rankings/tikrit-university,,Iraq,"39,611",13.6,0%,36 : 64,Tikrit University,"Chemical Engineering,Education,Computer Science,Chemistry,Geology, Environmental, Earth & Marine Sciences,Electrical & Electronic Engineering,Communication & Media Studies,Mechanical & Aerospace Engineering,Sociology,Civil Engineering,Archaeology,Sport Science,Economics & Econometrics,Law,Languages, Literature & Linguistics,Biological Sciences,Business & Management,History, Philosophy & Theology,Veterinary Science,Accounting & Finance,Agriculture & Forestry,Psychology,Medicine & Dentistry,Mathematics & Statistics,Physics & Astronomy",FALSE,FALSE,FALSE,,,0,0,39611,36,0,217,2456
